customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
2081-KJSQF,Male,0,0,0,1,1,1,20.25,20.25,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
7623-TRNQN,Male,0,0,1,1,1,1,49.9,49.9,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
3323-CPBWR,Male,0,0,0,23,1,1,96.9,2085.45,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
9286-DOJGF,Female,1,1,0,38,1,1,74.95,2869.85,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
6048-QBXKL,Female,1,0,0,2,1,1,56.55,118.25,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
9661-MHUMO,Male,1,1,1,1,1,1,49.25,49.25,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
7718-RXDGG,Male,0,1,0,15,1,1,68.6,1108.6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
3407-QGWLG,Male,0,0,1,3,1,1,20.05,75.45,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1842-EZJMK,Male,0,1,1,50,1,0,103.7,5071.05,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2347-WKKAE,Male,0,1,0,42,1,1,94.4,4014.6,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
8735-DCXNF,Male,0,1,0,10,1,1,54.95,568.85,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1936-UAFEH,Female,0,0,0,68,1,0,110.25,7279.35,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
3587-PMCOY,Male,0,0,0,10,1,1,98.9,1064.95,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
8079-XRJRS,Male,0,1,0,65,1,0,89.75,5769.6,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
7148-XZPHA,Male,0,1,1,55,1,0,79.4,4238.45,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
8073-IJDCM,Female,0,0,0,1,1,1,20.3,20.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
6856-RAURS,Female,0,0,0,2,1,1,74.9,136.05,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
8778-LMWTJ,Female,0,0,0,9,1,1,74.85,708.2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
9717-IOAAF,Male,0,0,1,27,1,1,25.85,788.55,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
8884-ADFVN,Male,1,1,0,7,1,1,101.95,700.85,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
2845-KDHVX,Female,0,1,0,64,1,1,68.3,4378.8,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2720-WGKHP,Male,1,0,0,2,1,1,94.0,181.7,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
6734-FQAJX,Male,1,0,0,67,1,1,105.05,7171.7,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2869-ADAWR,Female,0,0,0,45,1,1,89.3,4016.85,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1535-VTJOQ,Female,0,0,0,24,1,0,25.15,553,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6368-TZZDT,Male,0,1,1,4,1,0,19.5,96.85,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1293-BSEUN,Female,0,1,1,72,1,1,20.7,1482.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1302-TPUBN,Male,0,0,0,66,1,0,19.35,1240.8,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
7851-FLGGQ,Male,0,0,0,1,0,1,44.65,44.65,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
0637-UBJRP,Male,0,1,1,13,1,0,84.05,1095.3,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
0940-OUQEC,Male,0,0,0,10,1,1,80.7,788.8,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2378-VTKDH,Male,1,1,0,65,1,1,104.35,6578.55,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2335-GSODA,Male,0,0,1,23,0,0,40.1,857.75,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1952-DVVSW,Female,0,1,0,10,1,0,20.1,184.4,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0702-PGIBZ,Male,0,0,1,4,1,1,101.7,364.55,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
6656-GULJQ,Male,0,1,1,72,1,1,83.55,6093.3,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1963-VAUKV,Female,0,0,0,1,1,0,20.4,20.4,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
3777-XROBG,Female,0,1,1,58,1,0,19.55,1079.65,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6994-FGRHH,Male,0,1,1,70,1,1,106.15,7475.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3999-WRNGR,Female,0,1,1,60,0,1,49.75,3069.45,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
3466-RITXD,Male,0,0,0,26,1,1,92.4,2349.8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2680-XKKNJ,Female,0,0,0,8,1,0,58.2,469.25,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
3058-HJCUY,Male,0,1,1,41,1,1,102.6,4213.35,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2974-GGUXS,Female,1,1,0,36,1,1,91.95,3301.05,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
7994-XIRTR,Male,1,0,0,54,1,0,65.25,3529.95,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
7921-BEPCI,Female,0,0,0,72,1,0,59.75,4265,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0807-ZABDG,Female,0,0,1,3,1,1,55.1,154.65,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
3258-ZKPAI,Male,0,1,1,72,1,1,116.6,8337.45,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1428-IEDPR,Male,0,0,0,52,1,1,109.3,5731.4,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5298-GSTLM,Female,1,0,0,60,1,1,101.4,6176.6,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
6728-CZFEI,Female,0,0,0,15,1,0,56.15,931.9,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6121-TNHBO,Female,1,0,0,63,1,0,83.0,5243.05,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
5119-NZPTV,Male,1,1,0,2,1,0,70.1,141.65,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6519-ZHPXP,Female,0,1,1,72,1,1,108.3,7679.65,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
7739-LAXOG,Female,0,1,1,32,1,1,91.05,2954.5,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1
3472-QPRCH,Male,0,1,1,40,1,0,25.25,1006.9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
8224-UAXBZ,Female,0,1,0,58,0,1,45.35,2540.1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9610-WCESF,Male,0,0,0,67,0,0,43.9,3097.2,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
9776-CLUJA,Female,1,1,0,51,1,1,77.5,3807.35,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
3865-ZYKAD,Male,1,1,0,69,1,1,84.9,5785.65,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2999-AANRQ,Female,0,0,0,21,1,0,71.05,1524.85,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
8668-KNZTI,Male,0,0,0,52,1,0,53.75,2790.65,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6034-ZRYCV,Female,0,1,0,72,0,1,54.2,3937.45,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
9746-YKGXB,Male,0,1,1,52,0,0,44.25,2276.1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
3926-YZVVX,Female,0,0,0,41,1,0,50.05,2029.05,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
6000-UKLWI,Male,0,0,0,41,1,0,20.15,802.35,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2079-FBMZK,Female,0,0,0,6,1,1,69.25,418.4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
6332-FBZRI,Male,0,1,1,67,1,1,69.35,4653.25,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2096-XOTMO,Female,0,1,1,16,1,0,19.35,275.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
3266-FTKHB,Male,0,0,0,17,1,0,19.15,343.45,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8221-EQDGL,Male,0,1,0,35,1,0,61.0,2130.45,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2346-LOCWC,Female,0,1,1,58,1,0,20.5,1191.4,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6608-QQLVK,Male,0,0,0,1,1,1,50.5,50.5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2995-YWTCD,Female,0,1,1,19,1,1,24.9,467.7,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0254-WWRKD,Female,0,1,1,67,1,0,50.55,3431.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
7727-SHVZV,Female,0,0,0,9,1,0,19.5,150.35,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
6302-JGYRJ,Male,0,0,1,31,1,1,79.45,2587.7,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
3685-YLCMQ,Male,0,0,0,58,1,1,104.65,6219.6,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
7601-WFVZV,Male,0,0,0,1,1,0,19.55,19.55,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
4609-KNNWG,Female,0,1,1,27,1,0,19.9,550.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4868-AADLV,Male,1,1,1,66,1,1,116.25,7862.25,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
9529-OFXHY,Male,0,0,0,15,1,1,87.75,1242.2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2669-QVCRG,Female,0,0,0,41,1,1,81.3,3190.65,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
9174-IHETN,Female,0,0,1,50,1,0,70.35,3533.6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
9644-UMGQA,Male,0,1,1,6,1,1,49.15,295.65,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
3256-EZDBI,Male,1,1,0,51,0,1,29.45,1459.35,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
8761-NSOBC,Male,0,0,0,44,1,0,100.55,4398.15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0419-YAAPX,Male,0,1,0,49,1,1,85.3,4297.95,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0872-CASZJ,Male,0,1,0,59,1,1,69.1,4096.9,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
4726-DLWQN,Male,1,0,0,50,1,1,70.35,3454.6,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2599-CZABP,Male,0,1,0,14,1,0,44.6,641.25,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
4544-RXFMG,Male,0,1,1,8,1,1,43.45,345.5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0859-YGKFW,Male,0,1,1,18,1,0,20.05,345.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1150-FTQGN,Female,0,1,1,60,1,0,94.15,5811.8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
9223-UCPVT,Female,0,0,0,1,1,0,94.4,94.4,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
7196-LIWRH,Female,0,0,0,6,1,0,19.55,124.45,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5448-VWNAM,Female,0,0,1,19,1,1,75.9,1375.6,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
9330-VOFSZ,Female,0,1,0,60,1,1,110.8,6640.7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
3644-QXEHN,Male,0,1,1,13,1,0,97.0,1334.45,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2911-IJORQ,Male,0,0,0,37,1,1,90.6,3358.65,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2100-BDNSN,Female,0,1,0,5,1,0,67.95,350.3,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
5998-DZLYR,Female,0,1,0,61,1,1,94.35,5703,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0488-GSLFR,Female,0,0,0,1,1,1,69.5,69.5,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
9318-NKNFC,Male,0,0,0,1,1,1,18.85,18.85,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
3985-HOYPM,Male,0,0,0,26,1,0,19.4,525.55,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
9728-FTTVZ,Female,0,0,0,1,1,1,69.2,69.2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
9548-LERKT,Male,0,1,0,24,1,0,19.75,483.15,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6576-FBXOJ,Male,0,1,0,17,0,0,54.6,934.8,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
4310-KEDTB,Female,0,0,1,26,0,1,29.8,786.5,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7254-IQWOZ,Male,0,0,0,1,1,1,69.65,69.65,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2474-BRUCM,Male,1,1,0,40,1,0,101.85,4086.3,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
2676-ISHSF,Male,0,0,0,1,1,0,20.3,20.3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
4753-PADAS,Female,0,1,0,67,1,1,105.7,6816.95,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
6103-QCKFX,Female,0,1,1,44,1,0,56.25,2419.55,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
7781-EWARA,Male,0,1,1,70,0,0,60.35,4138.7,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
7018-FPXHH,Male,0,1,1,56,1,1,59.8,3457.45,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
5889-LFOLL,Female,0,0,0,13,1,1,84.6,1115.2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
5708-EVONK,Female,0,1,1,58,1,1,93.4,5435.6,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
0572-ZJKLT,Female,0,1,1,46,1,0,99.65,4630.2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5135-RDDQL,Female,0,1,1,63,1,1,50.65,3221.25,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1353-LJWEM,Male,0,0,0,11,1,1,60.9,688.5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1794-SWWKL,Male,0,1,1,15,1,1,59.65,867.1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
7016-BPGEU,Female,0,0,0,29,0,1,25.1,712.85,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
9332-GYWLO,Female,0,1,1,6,1,0,54.85,355.1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1963-SVUCV,Male,0,0,0,1,1,0,45.3,45.3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
4184-VODJZ,Male,0,1,1,63,1,1,91.35,5764.7,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0220-EBGCE,Male,0,0,0,2,1,1,85.85,167.3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1092-WPIVQ,Female,0,1,1,18,1,0,25.1,428.45,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7233-IOQNP,Female,0,1,0,43,0,0,34.0,1505.35,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
2754-VDLTR,Male,0,0,1,10,1,0,95.2,930.4,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
2400-FEQME,Male,0,1,1,55,1,0,20.5,1177.95,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3190-XFANI,Male,0,0,1,49,1,1,100.6,5069.65,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
7551-DACSP,Male,0,1,1,6,1,1,55.3,324.25,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
4957-SREEC,Male,0,1,1,70,1,0,20.35,1458.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0230-UBYPQ,Male,1,1,0,63,0,0,36.1,2298.9,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
4923-ADWXJ,Female,0,0,0,25,1,1,65.8,1679.65,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1763-KUAAW,Female,1,0,0,18,1,0,20.35,369.6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
5195-KPUNQ,Female,1,0,0,53,1,1,96.75,5206.55,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1444-VVSGW,Male,0,1,0,70,1,0,115.65,7968.85,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
5712-PTIWW,Male,0,0,0,2,1,1,79.85,152.45,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
